Description	ground_truth	model_response
"A stored cross-site scripting (XSS) vulnerability exists in Apache Superset before 3.0.3. An authenticated attacker with create/update permissions on charts or dashboards could store a script or add a specific HTML snippet that would act as a stored XSS.  For 2.X versions, users should change their config to include:  TALISMAN_CONFIG = {     ""content_security_policy"": {         ""base-uri"": [""'self'""],         ""default-src"": [""'self'""],         ""img-src"": [""'self'"", ""blob:"", ""data:""],         ""worker-src"": [""'self'"", ""blob:""],         ""connect-src"": [             ""'self'"",             "" https://api.mapbox.com"" https://api.mapbox.com"" ;,             "" https://events.mapbox.com"" https://events.mapbox.com"" ;,         ],         ""object-src"": ""'none'"",         ""style-src"": [             ""'self'"",             ""'unsafe-inline'"",         ],         ""script-src"": [""'self'"", ""'strict-dynamic'""],     },     ""content_security_policy_nonce_in"": [""script-src""],     ""force_https"": False,     ""session_cookie_secure"": False, }"	CWE-79	"The CVE describes a stored cross-site scripting (XSS) vulnerability where an authenticated attacker can store malicious scripts or HTML snippets in charts or dashboards. When other users view these affected elements, the stored scripts execute in their browsers. This occurs due to insufficient input validation and sanitization of user-controlled data before rendering it in web pages. The root cause aligns with **CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')**, as the application fails to neutralize user input (e.g., chart/dashboards content) that is later included in web pages, enabling script execution. The provided CSP configuration in the fix is a mitigation for XSS but does not change the underlying cause, which is the lack of proper input neutralization.

CWE-79"
Dell PowerScale OneFS versions 9.0.0.x through 9.6.0.x contains a missing authentication for critical function vulnerability. A low privileged local malicious user could potentially exploit this vulnerability to gain elevated access.	CWE-306	"The CVE description indicates a vulnerability where a critical function lacks authentication, allowing a low-privileged local user to gain elevated access. This directly aligns with CWE-307, which specifically addresses the absence of authentication for critical functions. The vulnerability's core issue is the failure to enforce authentication on a function that should require it, enabling privilege escalation. While CWE-287 (Improper Authentication) is a broader category, CWE-307 is the precise match for the described ""missing authentication for critical function"" scenario.

CWE-307"
The Debug Log Manager WordPress plugin before 2.3.0 contains a Directory listing vulnerability was discovered, which allows you to download the debug log without authorization and gain access to sensitive data	CWE-862	
Vyper is a Pythonic Smart Contract Language for the EVM. There is an error in the stack management when compiling the `IR` for `sha3_64`. Concretely, the `height` variable is miscalculated. The vulnerability can't be triggered without writing the `IR` by hand (that is, it cannot be triggered from regular vyper code). `sha3_64` is used for retrieval in mappings. No flow that would cache the `key` was found so the issue shouldn't be possible to trigger when compiling the compiler-generated `IR`. This issue isn't triggered during normal compilation of vyper code so the impact is low. At the time of publication there is no patch available.	CWE-327	"The vulnerability involves a miscalculation of the `height` variable during stack management in the compiler's Intermediate Representation (IR) for `sha3_64`. This `height` variable represents the size (in terms of stack items) of a critical data structure (the EVM stack). The miscalculation is a logic error in the compiler's internal handling of stack size, which could lead to incorrect stack operations (e.g., underflow or overflow) in the EVM if the IR were manually crafted. Although the issue is not exploitable in normal Vyper code compilation, the root cause is the incorrect calculation of the size of a data structure (the stack), aligning with CWE-681. This CWE specifically addresses errors in size calculations that can cause buffer overflows or underflows, which is consistent with the stack management flaw described.

CWE-681"
In Spring Cloud Contract, versions 4.1.x prior to 4.1.1, versions 4.0.x prior to 4.0.5, and versions 3.1.x prior to 3.1.10, test execution is vulnerable to local information disclosure via temporary directory created with unsafe permissions through the shaded com.google.guava:guava dependency in the org.springframework.cloud:spring-cloud-contract-shade dependency.	CWE-732	"The vulnerability involves a temporary directory being created with unsafe permissions (e.g., world-writable), allowing local users to access sensitive data within it. This directly aligns with CWE-377, which describes the creation of a temporary file or directory in a location where it is accessible to other users without proper protection. The issue stems from the insecure permissions on the temporary directory, enabling local information disclosure, which is the core characteristic of CWE-377.

CWE-377"
Exposure of sensitive information in exceptions in ClichHouse's clickhouse-r2dbc, com.clickhouse:clickhouse-jdbc, and com.clickhouse:clickhouse-client versions less than 0.4.6 allows unauthorized users to gain access to client certificate passwords via client exception logs. This occurs when 'sslkey' is specified and an exception, such as a ClickHouseException or SQLException, is thrown during database operations; the certificate password is then included in the logged exception message.	CWE-209	"The vulnerability described involves the exposure of sensitive information (client certificate password) through exception logs. When an exception occurs during database operations with 'sslkey' specified, the password is included in the logged exception message. This directly aligns with CWE-209, which specifically addresses the exposure of sensitive information via error messages. The exception logs act as an error message channel, and the inclusion of the password in these logs constitutes an information leak that violates security principles by revealing credentials to unauthorized actors.

CWE-209"
A use-after-free flaw was found in the __ext4_remount in fs/ext4/super.c in ext4 in the Linux kernel. This flaw allows a local user to cause an information leak problem while freeing the old quota file names before a potential failure, leading to a use-after-free.	CWE-416	"The CVE description explicitly identifies a ""use-after-free flaw"" in the `__ext4_remount` function. This occurs when the code frees the old quota file names and then, in the event of a failure, continues to use the already-freed memory, leading to an information leak. The core issue is the reuse of a pointer after the associated memory has been deallocated, which is the defining characteristic of a use-after-free vulnerability. While the description mentions an information leak as a consequence, the root cause aligns directly with the CWE for this specific memory management error.

CWE-416"
Blind SQL Injection vulnerability in PrestaShow Google Integrator (PrestaShop addon) allows for data extraction and modification. This attack is possible via command insertion in one of the cookies.	CWE-89	"The vulnerability described involves a Blind SQL Injection, where an attacker can insert malicious SQL commands via a cookie to extract or modify data. This occurs due to the application's failure to properly validate or sanitize the cookie input before using it in an SQL query. The core issue is the improper neutralization of special elements (e.g., SQL delimiters, operators) in the input, allowing arbitrary SQL execution. While the ""blind"" aspect refers to the attack technique (inferred results without direct feedback), the underlying weakness aligns with the general category of SQL Injection. CWE-89 specifically addresses the failure to neutralize input in SQL commands, making it the correct mapping.

CWE-89"
The WP Compress – Image Optimizer [All-In-One] plugin for WordPress is vulnerable to Directory Traversal in all versions up to, and including, 6.10.33 via the css parameter. This makes it possible for unauthenticated attackers to read the contents of arbitrary files on the server, which can contain sensitive information.	CWE-22	"The vulnerability described involves an unauthenticated attacker exploiting a Directory Traversal flaw via the `css` parameter to access arbitrary files on the server. This occurs because the input is not properly restricted to a specific directory, allowing the attacker to navigate the file system using path traversal sequences (e.g., `../`). This directly aligns with CWE-22, which specifically addresses ""Improper Limitation of Pathname to a Restricted Directory ('Path Traversal')"". The core issue is the lack of validation on the input path, enabling access to files outside the intended directory scope.

CWE-22"
A vulnerability classified as problematic was found in Munsoft Easy Archive Recovery 2.0. This vulnerability affects unknown code of the component Registration Key Handler. The manipulation leads to denial of service. An attack has to be approached locally. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-252676. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.	CWE-404	"The vulnerability description indicates that a local attack can cause a denial of service (DoS) by manipulating the registration key handler. The root cause is the lack of proper validation of the input (the registration key), which leads to an unhandled condition (e.g., crash) when invalid or malicious input is processed. This aligns with CWE-20 (Improper Input Validation), as the failure to validate the input allows the manipulation to trigger the DoS. While other CWEs (e.g., CWE-754 for unhandled exceptions) could be involved, the primary weakness is the inadequate input validation, making CWE-20 the most appropriate mapping.

CWE-20"
A stored cross-site scripting (XSS) vulnerability in the NOC component of Nagios XI version up to and including 2024R1 allows low-privileged users to execute malicious HTML or JavaScript code via the audio file upload functionality from the Operation Center section. This allows any authenticated user to execute arbitrary JavaScript code on behalf of other users, including the administrators.	CWE-79	"The CVE description details a stored cross-site scripting (XSS) vulnerability where untrusted user input (via audio file upload) is not properly sanitized before being included in web pages. This allows malicious scripts to be stored and executed in the context of other users' browsers, including administrators. The root cause is the failure to neutralize user-controlled data during web page generation, which aligns with the definition of CWE-79. While the vulnerability is ""stored"" (persistent), this is a specific manifestation of the broader category of improper input neutralization covered by CWE-79, as the core issue is the inclusion of untrusted data without adequate validation or escaping.

CWE-79"
The WordPress Button Plugin MaxButtons plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's shortcode(s) in all versions up to, and including 9.7.6 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers, with contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. NOTE: This vulnerability was partially fixed in version 9.7.6.	CWE-79	"The vulnerability described is a stored cross-site scripting (XSS) issue where user-supplied attributes in the plugin's shortcode are not properly sanitized or escaped before being stored and later rendered in web pages. This allows attackers to inject malicious scripts that execute in the context of the victim's browser. The root cause is the failure to neutralize user input during web page generation, which is the core characteristic of CWE-79. While the description mentions both input sanitization and output escaping, the fundamental weakness aligns with the general category of improper neutralization of input for XSS, as defined by CWE-79. This is the standard mapping for XSS vulnerabilities in the Common Weakness Enumeration.

CWE-79"
An integer overflow vulnerability exists in the fstReaderIterBlocks2 time_table tsec_nitems functionality of GTKWave 3.3.115. A specially crafted .fst file can lead to memory corruption. A victim would need to open a malicious file to trigger this vulnerability.	CWE-190	"The CVE description identifies an integer overflow vulnerability in the `fstReaderIterBlocks2` function, specifically within the `time_table tsec_nitems` functionality. This overflow occurs when processing a specially crafted .fst file, leading to memory corruption. The root cause is an arithmetic operation (e.g., addition or multiplication) that produces a value exceeding the maximum representable size for the integer type, causing a wraparound. This wraparound results in an incorrect value being used for memory allocation or indexing, which corrupts memory. 

CWE-190 (Integer Overflow or Wraparound) is the most appropriate mapping because it directly addresses vulnerabilities arising from integer arithmetic operations that exceed the storage capacity of the data type, leading to unintended behavior such as memory corruption. While the overflow causes memory corruption (a symptom), the underlying weakness is the uncontrolled integer overflow, which aligns with CWE-190's definition. Other CWEs like CWE-120 (Buffer Overflow) describe the consequence (memory corruption) but not the root cause (the integer overflow itself).

CWE-190"
The MachineSense application programmable interface (API) is improperly protected and can be accessed without authentication. A remote attacker could retrieve and modify sensitive information without any authentication.	CWE-306	"The vulnerability described involves an API that lacks authentication, allowing unauthorized access to sensitive data and modification capabilities. This directly corresponds to CWE-306, which specifically addresses the absence of authentication for critical functions. The API's critical operations (retrieving/modifying sensitive information) are exposed without any authentication requirement, matching the definition of CWE-306. While CWE-287 (Improper Authentication) is broader and relates to flawed authentication mechanisms, the core issue here is the complete absence of authentication, making CWE-306 the precise match.

CWE-306"
An unsafe reflection vulnerability was identified in GitHub Enterprise Server that could lead to reflection injection. This vulnerability could lead to the execution of user-controlled methods and remote code execution. To exploit this bug, an actor would need to be logged into an account on the GHES instance with the organization owner role. This vulnerability affected all versions of GitHub Enterprise Server prior to 3.12 and was fixed in versions 3.8.13, 3.9.8, 3.10.5, and 3.11.3. This vulnerability was reported via the GitHub Bug Bounty program.	CWE-470	
The POPS! Rebel application 5.0 for Android, in POPS! Rebel Bluetooth Glucose Monitoring System, sends unencrypted glucose measurements over BLE.	CWE-319	"The CVE description indicates that sensitive glucose measurements (a form of health data) are transmitted over Bluetooth Low Energy (BLE) without encryption. This allows an attacker to eavesdrop on the communication and access the unencrypted data. The core issue is the transmission of sensitive information in plaintext, which directly aligns with CWE-312. This CWE specifically addresses the failure to encrypt sensitive data during transmission, making it the most appropriate match. Other CWEs like CWE-326 (inadequate encryption strength) are not applicable since no encryption is used at all, and CWE-311 (missing encryption) is a broader category that is superseded by the more precise CWE-312 for transmission scenarios.

CWE-312"
A stack based buffer overflow exists in Delta Electronics Delta Industrial Automation DOPSoft when parsing the InitialMacroLen field of a DPS file. A remote, unauthenticated attacker can exploit this vulnerability by enticing a user to open a specially crafted DPS file to achieve remote code execution.	CWE-120	"The CVE description explicitly identifies a ""stack based buffer overflow"" vulnerability in the parsing of the InitialMacroLen field. This occurs when the application fails to validate the size of the input data (the InitialMacroLen value) before copying it into a fixed-size stack buffer, allowing an attacker to overflow the buffer and execute arbitrary code. This behavior directly aligns with CWE-121, which specifically addresses stack-based buffer overflows where data is written beyond the allocated buffer boundaries on the stack.

CWE-121"
Cross Site Scripting (XSS) vulnerability in CU Solutions Group (CUSG) Content Management System (CMS) before v.7.75 allows a remote attacker to execute arbitrary code, escalate privileges, and obtain sensitive information via a crafted script to the users.php component.	CWE-79	"The vulnerability described is a Cross Site Scripting (XSS) issue where user input is not properly sanitized before being included in a web page. The attacker injects a crafted script into the `users.php` component, which is then executed in the victim's browser. This aligns with CWE-79, as it involves the failure to neutralize input during web page generation, enabling malicious scripts to run in the context of the user's session. The consequences (arbitrary code execution, privilege escalation, and data theft) are direct results of this input handling flaw.

CWE-79"
There is an illegal memory access vulnerability of ZTE's ZXCLOUD iRAI product.When the vulnerability is exploited by an attacker with the common user permission, the physical machine will be crashed.	CWE-863	
A vulnerability classified as critical was found in Tongda OA 2017 up to 11.9. Affected by this vulnerability is an unknown functionality of the file /general/attendance/manage/ask_duty/delete.php. The manipulation of the argument ASK_DUTY_ID leads to sql injection. The exploit has been disclosed to the public and may be used. Upgrading to version 11.10 is able to address this issue. It is recommended to upgrade the affected component. The associated identifier of this vulnerability is VDB-252991.	CWE-89	"The CVE description indicates that the vulnerability arises from the manipulation of the `ASK_DUTY_ID` argument, which leads to SQL injection. This occurs because the input is not properly sanitized before being used in a SQL query, allowing an attacker to execute arbitrary SQL commands. The core issue is the failure to neutralize special elements (e.g., single quotes, semicolons) in the input, which is characteristic of SQL injection flaws. 

CWE-89 specifically addresses ""Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"", which directly matches the described vulnerability. The exploitation of the `ASK_DUTY_ID` parameter to inject malicious SQL aligns with this CWE's definition, as the input is used in a SQL context without adequate validation or escaping.

CWE-89"
The Lana Shortcodes WordPress plugin before 1.2.0 does not validate and escape some of its shortcode attributes before outputting them back in a page/post where the shortcode is embed, which allows users with the contributor role and above to perform Stored Cross-Site Scripting attacks.	CWE-79	"The vulnerability described involves the failure to validate and escape user-supplied shortcode attributes before rendering them in a web page. This allows malicious input to be stored (in the page/post) and later executed in the context of the victim's browser, enabling Stored Cross-Site Scripting (XSS). The root cause is the lack of proper neutralization of untrusted data during web page generation, which directly aligns with the definition of CWE-79. While the attack is ""stored,"" the underlying weakness (inadequate input validation/escaping) is still categorized under CWE-79, as it encompasses all XSS variants including stored, reflected, and DOM-based.

CWE-79"
An Exposure of Resource to Wrong Sphere vulnerability in the Packet Forwarding Engine (PFE) of Juniper Networks Junos OS on MX Series allows an unauthenticated, network-based attacker to bypass the intended access restrictions.  In an Abstracted Fabric (AF) scenario if routing-instances (RI) are configured, specific valid traffic destined to the device can bypass the configured lo0 firewall filters as it's received in the wrong RI context.  This issue affects Juniper Networks Junos OS on MX Series:      *  All versions earlier than 20.4R3-S9;   *  21.2 versions earlier than 21.2R3-S3;   *  21.4 versions earlier than 21.4R3-S5;   *  22.1 versions earlier than 22.1R3;   *  22.2 versions earlier than 22.2R3;   *  22.3 versions earlier than 22.3R2.	CWE-668	"The vulnerability described involves traffic being processed in an incorrect routing instance (RI) context, causing it to bypass firewall filters that were intended to restrict access. This is a classic case of ""Exposure of Resource to Wrong Sphere,"" where a resource (in this case, network traffic) is exposed to an unintended context (the wrong RI) due to improper management of access boundaries. The root cause is the failure to correctly enforce the context-specific access controls, which aligns with the definition of CWE-269: ""Improper Privilege Management."" This CWE specifically addresses scenarios where resources are exposed to the wrong sphere (e.g., user, group, or context) due to mismanagement of privileges or access boundaries, as seen here with the RI context.

269"
A vulnerability was found in openBI up to 1.0.8 and classified as critical. This issue affects the function dlfile of the file /application/websocket/controller/Setting.php. The manipulation of the argument phpPath leads to os command injection. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-252473 was assigned to this vulnerability.	CWE-78	"The CVE description indicates that the vulnerability arises from the manipulation of the `phpPath` argument, which results in OS command injection. This occurs when untrusted input is passed to an OS command without proper validation or sanitization, allowing an attacker to execute arbitrary commands on the underlying operating system. The specific mention of ""os command injection"" directly aligns with the definition of CWE-78, which covers the improper neutralization of special elements in OS commands. The remote exploitability and public disclosure further confirm the attack vector, but the core weakness is the injection of commands into an OS process.

CWE-78"
